Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age,Attrition
Sales Manager,SVG,Active,Contract,Zone B,Temporary,IT/IS,Engineers,MA,Female,White,Divorced,Fully Meets,3,2,3,4,Customer Service,External,Failed,1,113.42,49,0
Sales Manager,EW,Active,Part-Time,Zone B,Part-Time,IT/IS,Aerial,MA,Female,Black,Married,Fully Meets,3,5,3,4,Project Management,External,Failed,3,284.61,51,0
Sales Manager,MSC,Terminated,Full-Time,Zone B,Part-Time,Sales,Aerial,MA,Female,Other,Married,Fully Meets,3,2,4,4,Project Management,Internal,Failed,1,599.74,34,1
CIO,WBL,Terminated,Contract,Zone A,Part-Time,IT/IS,Engineers,MA,Male,Hispanic,Widowed,Fully Meets,3,2,4,3,Leadership Development,Internal,Failed,5,700.99,60,1
BI Director,NEL,Terminated,Full-Time,Zone A,Full-Time,IT/IS,Aerial,MA,Female,Black,Divorced,Fully Meets,3,1,4,2,Customer Service,Internal,Passed,1,650.07,50,1
BI Developer,SVG,Active,Contract,Zone C,Full-Time,IT/IS,Finance & Accounting,MA,Male,Black,Widowed,Fully Meets,3,2,4,2,Communication Skills,External,Completed,2,851.38,67,0
Area Sales Manager,EW,Active,Part-Time,Zone C,Full-Time,IT/IS,Engineers,MA,Male,White,Widowed,Fully Meets,3,3,4,5,Customer Service,Internal,Failed,4,455.1,55,0
Area Sales Manager,MSC,Active,Full-Time,Zone A,Full-Time,IT/IS,Shop (Fleet),OR,Male,Other,Divorced,Fully Meets,3,1,4,5,Project Management,Internal,Completed,3,880.67,64,0
Senior BI Developer,MSC,Active,Part-Time,Zone C,Temporary,Admin Offices,Field Operations,MA,Male,Other,Married,Fully Meets,3,5,3,5,Customer Service,External,Passed,2,712.64,36,0
Senior BI Developer,NEL,Active,Contract,Zone A,Temporary,Admin Offices,Yard (Material Handling),MA,Male,Black,Widowed,Fully Meets,3,3,1,5,Communication Skills,Internal,Failed,3,504.34,77,0
Senior BI Developer,PL,Active,Contract,Zone A,Part-Time,IT/IS,Project Management - Con,MA,Male,Black,Widowed,Fully Meets,3,3,1,2,Customer Service,External,Failed,3,120.37,73,0
Sales Manager,PYZ,Active,Part-Time,Zone C,Part-Time,IT/IS,Engineers,MA,Female,Other,Widowed,Fully Meets,3,2,2,1,Project Management,External,Failed,1,705.24,77,0
Sales Manager,SVG,Active,Contract,Zone C,Part-Time,IT/IS,Field Operations,MA,Female,Other,Single,Fully Meets,3,3,5,1,Project Management,External,Passed,5,928.81,37,0
CIO,TNS,Terminated,Part-Time,Zone A,Temporary,IT/IS,Aerial,MA,Male,Asian,Married,Fully Meets,3,3,5,3,Communication Skills,Internal,Completed,5,638.07,60,1
BI Director,SVG,Terminated,Contract,Zone C,Full-Time,IT/IS,Isp,MA,Female,Other,Widowed,Fully Meets,3,3,3,3,Leadership Development,Internal,Passed,2,913.34,37,1
BI Developer,NEL,Active,Full-Time,Zone C,Temporary,IT/IS,General - Eng,MA,Male,Hispanic,Married,Fully Meets,3,4,4,1,Project Management,Internal,Completed,1,754.78,59,0
BI Developer,MSC,Active,Full-Time,Zone B,Part-Time,IT/IS,General - Con,MA,Male,Asian,Widowed,Fully Meets,3,1,5,2,Leadership Development,External,Passed,4,503.3,36,0
Area Sales Manager,EW,Active,Full-Time,Zone A,Part-Time,IT/IS,Billable Consultants,MA,Male,White,Married,Fully Meets,3,3,5,4,Technical Skills,External,Passed,5,218.31,27,0
Senior BI Developer,PL,Active,Contract,Zone C,Part-Time,Admin Offices,Executive,MA,Male,Hispanic,Married,Fully Meets,3,2,4,3,Customer Service,External,Incomplete,3,730.86,28,0
Senior BI Developer,BPC,Active,Contract,Zone C,Temporary,IT/IS,Engineers,MA,Male,Asian,Widowed,Fully Meets,3,5,2,4,Customer Service,External,Completed,4,203.34,60,0
Senior BI Developer,CCDR,Active,Contract,Zone A,Full-Time,IT/IS,Project Management - Con,MA,Male,Other,Single,Fully Meets,3,5,3,2,Technical Skills,Internal,Passed,1,460.53,65,0
Sales Manager,SVG,Active,Contract,Zone A,Part-Time,IT/IS,Project Management - Con,MA,Female,Other,Single,Fully Meets,3,4,1,2,Communication Skills,Internal,Completed,5,733.92,33,0
Sales Manager,EW,Active,Full-Time,Zone B,Part-Time,Sales,Aerial,MA,Female,Other,Single,Fully Meets,3,1,1,4,Customer Service,Internal,Completed,2,987.43,40,0
CIO,CCDR,Active,Part-Time,Zone C,Part-Time,IT/IS,Project Management - Con,MA,Female,Hispanic,Widowed,Fully Meets,3,4,4,3,Customer Service,External,Completed,1,691.32,26,0
BI Director,EW,Active,Part-Time,Zone B,Full-Time,IT/IS,Project Management - Con,MA,Female,Hispanic,Single,Fully Meets,3,4,4,1,Communication Skills,External,Passed,1,663.08,60,0
BI Developer,NEL,Active,Contract,Zone A,Full-Time,IT/IS,Aerial,MA,Female,Hispanic,Married,Fully Meets,3,3,2,5,Customer Service,External,Incomplete,1,970.01,30,0
BI Developer,PL,Active,Part-Time,Zone C,Full-Time,IT/IS,Wireline Construction,MA,Male,Asian,Married,Fully Meets,3,5,4,3,Customer Service,Internal,Passed,3,496.31,27,0
BI Developer,PYZ,Active,Full-Time,Zone A,Temporary,IT/IS,Splicing,MA,Male,Asian,Widowed,Fully Meets,3,4,5,4,Customer Service,Internal,Incomplete,5,640.01,30,0
Area Sales Manager,SVG,Active,Full-Time,Zone C,Temporary,IT/IS,General - Sga,OR,Male,Black,Married,Fully Meets,3,5,4,2,Technical Skills,External,Failed,4,858.8,60,0
Senior BI Developer,PL,Active,Part-Time,Zone A,Part-Time,Admin Offices,Field Operations,MA,Male,Black,Divorced,Fully Meets,3,1,2,3,Communication Skills,External,Passed,2,300.52,48,0
Senior BI Developer,BPC,Active,Full-Time,Zone A,Temporary,IT/IS,General - Con,MA,Male,Other,Widowed,Fully Meets,3,5,1,4,Technical Skills,External,Failed,3,102.19,33,0
Senior BI Developer,CCDR,Active,Full-Time,Zone A,Temporary,IT/IS,Engineers,MA,Female,Black,Single,Fully Meets,3,3,2,3,Communication Skills,Internal,Completed,2,581.16,46,0
Sales Manager,SVG,Active,Contract,Zone B,Full-Time,IT/IS,General - Con,MA,Female,Asian,Married,Fully Meets,3,4,4,5,Leadership Development,Internal,Incomplete,3,752.91,31,0
Sales Manager,EW,Active,Full-Time,Zone B,Temporary,Sales,Field Operations,MA,Female,White,Married,Fully Meets,3,1,2,3,Project Management,External,Passed,3,374.58,22,0
CIO,WBL,Active,Full-Time,Zone B,Part-Time,IT/IS,Aerial,MA,Female,White,Divorced,Fully Meets,3,2,2,5,Leadership Development,Internal,Incomplete,3,788.64,54,0
BI Director,NEL,Active,Contract,Zone C,Part-Time,IT/IS,General - Con,MA,Female,Asian,Widowed,Fully Meets,3,2,1,1,Communication Skills,External,Incomplete,2,234.05,59,0
BI Developer,BPC,Active,Part-Time,Zone B,Part-Time,IT/IS,General - Con,MA,Male,Asian,Widowed,Fully Meets,3,4,2,5,Customer Service,External,Incomplete,1,381.33,62,0
BI Developer,CCDR,Active,Full-Time,Zone B,Temporary,IT/IS,Field Operations,MA,Male,Other,Divorced,Fully Meets,3,5,4,5,Leadership Development,Internal,Passed,3,527.62,19,0
BI Developer,SVG,Active,Contract,Zone B,Temporary,IT/IS,Field Operations,MA,Male,Hispanic,Widowed,Fully Meets,3,2,3,1,Leadership Development,External,Passed,3,442.1,28,0
Senior BI Developer,MSC,Active,Part-Time,Zone C,Part-Time,IT/IS,Field Operations,MA,Male,Other,Single,Fully Meets,3,4,3,2,Project Management,Internal,Passed,2,396.81,58,0
Senior BI Developer,NEL,Active,Full-Time,Zone B,Full-Time,IT/IS,Finance & Accounting,MA,Male,White,Divorced,Fully Meets,3,5,4,4,Project Management,External,Failed,2,730.31,21,0
Senior BI Developer,PL,Active,Full-Time,Zone B,Full-Time,IT/IS,Wireless,MA,Female,Hispanic,Divorced,Fully Meets,3,2,2,4,Technical Skills,External,Incomplete,2,128.06,54,0
Sales Manager,PYZ,Active,Full-Time,Zone B,Full-Time,Sales,General - Eng,MA,Female,Black,Widowed,Fully Meets,3,5,1,5,Technical Skills,External,Passed,5,942.63,51,0
CIO,TNS,Active,Part-Time,Zone C,Part-Time,IT/IS,Yard (Material Handling),MA,Female,Other,Divorced,Fully Meets,3,4,2,2,Customer Service,Internal,Failed,5,733.63,64,0
BI Developer,PL,Active,Contract,Zone A,Part-Time,IT/IS,Field Operations,MA,Male,Black,Divorced,Fully Meets,3,2,4,5,Customer Service,External,Completed,1,743.28,74,0
BI Developer,NEL,Active,Contract,Zone B,Full-Time,IT/IS,Wireline Construction,MA,Male,Asian,Single,Fully Meets,3,3,5,3,Technical Skills,Internal,Completed,4,435.18,38,0
BI Developer,MSC,Active,Full-Time,Zone B,Full-Time,IT/IS,General - Con,MA,Male,Hispanic,Widowed,Fully Meets,3,4,2,4,Technical Skills,Internal,Failed,5,252.22,23,0
Production Technician I,WBL,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,MA,Male,White,Divorced,Fully Meets,3,1,4,2,Customer Service,External,Completed,2,103.07,48,0
Production Technician I,EW,Terminated,Contract,Zone A,Part-Time,Production       ,General - Con,MA,Female,Other,Divorced,Fully Meets,3,1,1,2,Technical Skills,Internal,Incomplete,2,386.87,74,1
Production Technician I,EW,Active,Full-Time,Zone B,Part-Time,Production       ,General - Eng,MA,Female,White,Divorced,Fully Meets,3,2,4,4,Customer Service,External,Incomplete,3,718.21,47,0
Production Technician II,WBL,Active,Contract,Zone B,Temporary,Production       ,Engineers,MA,Male,Black,Divorced,Fully Meets,3,1,4,1,Customer Service,Internal,Failed,1,578.81,74,0
Production Technician II,WBL,Terminated,Contract,Zone B,Temporary,Production       ,Fielders,MA,Female,Hispanic,Widowed,Fully Meets,3,1,5,4,Project Management,Internal,Completed,1,562.06,60,1
Production Technician I,EW,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,MA,Female,Black,Married,Fully Meets,3,4,5,3,Leadership Development,External,Incomplete,5,845.86,69,0
Production Technician I,NEL,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,MA,Male,White,Widowed,Fully Meets,3,4,1,4,Project Management,External,Completed,2,391.39,77,0
Production Technician I,NEL,Terminated,Full-Time,Zone A,Full-Time,Production       ,Shop (Fleet),MA,Female,White,Divorced,Fully Meets,3,4,4,5,Project Management,Internal,Passed,1,203.04,79,1
Production Technician I,TNS,Active,Contract,Zone A,Part-Time,Production       ,Field Operations,MA,Male,Other,Married,Fully Meets,3,3,1,3,Leadership Development,Internal,Incomplete,4,717.29,64,0
Production Technician I,TNS,Active,Contract,Zone C,Full-Time,Production       ,General - Eng,MA,Female,Hispanic,Widowed,Fully Meets,3,4,5,2,Leadership Development,External,Incomplete,5,719.0,35,0
Production Technician II,CCDR,Terminated,Contract,Zone A,Part-Time,Production       ,General - Eng,MA,Male,White,Single,Fully Meets,3,4,1,2,Customer Service,External,Incomplete,5,802.66,40,1
Production Technician II,CCDR,Active,Contract,Zone B,Full-Time,Production       ,Aerial,MA,Female,Hispanic,Married,Fully Meets,3,2,5,1,Communication Skills,Internal,Incomplete,1,388.07,37,0
Production Technician I,NEL,Active,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Female,Other,Married,Fully Meets,3,5,4,4,Project Management,Internal,Completed,2,350.26,57,0
Production Technician I,MSC,Active,Contract,Zone A,Temporary,Production       ,General - Eng,MA,Female,Asian,Single,Fully Meets,3,3,4,2,Leadership Development,External,Completed,5,625.76,41,0
Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Wireline Construction,MA,Female,Asian,Divorced,Fully Meets,3,5,5,3,Communication Skills,External,Incomplete,1,206.72,50,0
Production Technician I,SVG,Active,Full-Time,Zone C,Temporary,Production       ,Splicing,MA,Male,Black,Single,Fully Meets,3,4,1,5,Project Management,External,Passed,4,954.37,17,0
Production Technician I,PL,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Female,Hispanic,Married,Fully Meets,3,2,1,4,Communication Skills,Internal,Failed,4,728.77,75,0
Production Technician II,EW,Active,Contract,Zone C,Part-Time,Production       ,Aerial,MA,Female,Other,Widowed,Fully Meets,3,4,4,3,Leadership Development,External,Completed,1,996.01,33,0
Production Technician I,WBL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Sga,MA,Male,Hispanic,Widowed,Fully Meets,3,4,3,4,Communication Skills,Internal,Incomplete,2,787.19,58,0
Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Production       ,Underground,MA,Female,White,Widowed,Fully Meets,3,3,2,4,Leadership Development,External,Failed,5,433.03,49,0
Production Technician I,PYZ,Active,Contract,Zone B,Temporary,Production       ,Field Operations,MA,Female,Hispanic,Divorced,Fully Meets,3,1,4,5,Leadership Development,Internal,Incomplete,3,148.69,56,0
Production Technician I,WBL,Active,Full-Time,Zone C,Full-Time,Production       ,Field Operations,MA,Female,Other,Widowed,Fully Meets,3,1,2,5,Project Management,Internal,Incomplete,1,523.44,41,0
Production Technician I,NEL,Active,Contract,Zone C,Temporary,Production       ,General - Con,MA,Female,Hispanic,Widowed,Fully Meets,3,4,4,1,Project Management,External,Incomplete,5,719.54,22,0
Production Technician I,PL,Active,Part-Time,Zone B,Temporary,Production       ,General - Con,MA,Male,White,Single,Fully Meets,3,2,1,2,Leadership Development,External,Incomplete,3,560.55,40,0
Production Technician I,BPC,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,MA,Male,Black,Divorced,Fully Meets,3,5,3,3,Customer Service,Internal,Completed,1,711.71,76,0
Production Technician I,CCDR,Active,Part-Time,Zone C,Temporary,Production       ,Project Management - Con,MA,Male,Asian,Single,Fully Meets,3,5,5,1,Project Management,External,Failed,1,980.65,31,0
Production Technician I,SVG,Active,Part-Time,Zone B,Full-Time,Production       ,General - Con,MA,Male,Other,Widowed,Fully Meets,3,4,1,1,Communication Skills,External,Incomplete,2,367.76,25,0
Production Technician I,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Splicing,MA,Male,Black,Widowed,Fully Meets,3,2,4,4,Communication Skills,Internal,Failed,1,849.36,61,0
Production Technician I,MSC,Active,Full-Time,Zone A,Temporary,Production       ,Finance & Accounting,MA,Female,White,Widowed,Fully Meets,3,5,4,5,Technical Skills,Internal,Incomplete,5,305.05,35,0
Production Technician I,TNS,Active,Part-Time,Zone B,Part-Time,Production       ,Splicing,MA,Male,White,Single,Fully Meets,3,5,3,5,Customer Service,Internal,Completed,5,296.24,61,0
Production Technician I,PYZ,Active,Contract,Zone B,Part-Time,Production       ,General - Con,MA,Male,White,Married,Fully Meets,3,5,2,4,Project Management,Internal,Completed,4,220.06,74,0
Production Technician I,WBL,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,MA,Male,Hispanic,Single,Fully Meets,3,5,3,2,Technical Skills,External,Passed,3,378.51,27,0
Production Technician I,NEL,Terminated,Contract,Zone C,Temporary,Production       ,Field Operations,MA,Female,Other,Married,Fully Meets,3,3,2,1,Technical Skills,External,Completed,4,905.6,60,1
Production Technician I,PL,Terminated,Contract,Zone B,Part-Time,Production       ,Wireless,MA,Female,White,Divorced,Fully Meets,3,3,3,5,Customer Service,External,Incomplete,3,669.57,22,1
Production Technician I,BPC,Active,Part-Time,Zone B,Full-Time,Production       ,Engineers,MA,Female,Asian,Widowed,Fully Meets,3,4,2,4,Leadership Development,External,Completed,2,723.9,73,0
Production Technician I,CCDR,Active,Full-Time,Zone A,Temporary,Production       ,Engineers,MA,Female,Black,Married,Fully Meets,3,2,3,5,Communication Skills,Internal,Passed,1,834.44,74,0
Production Technician II,BPC,Active,Contract,Zone C,Part-Time,Production       ,Project Management - Con,MA,Female,Asian,Divorced,Fully Meets,3,5,5,2,Leadership Development,External,Incomplete,1,393.88,28,0
Production Technician I,PYZ,Active,Contract,Zone B,Temporary,Production       ,Field Operations,MA,Female,Asian,Married,Fully Meets,3,1,5,2,Customer Service,External,Incomplete,3,637.61,62,0
Production Technician I,WBL,Active,Contract,Zone A,Full-Time,Production       ,General - Con,MA,Female,White,Divorced,Fully Meets,3,4,1,1,Project Management,External,Passed,3,902.11,28,0
Production Technician I,NEL,Active,Contract,Zone C,Temporary,Production       ,Aerial,MA,Female,Black,Married,Fully Meets,3,3,3,3,Leadership Development,External,Passed,1,999.79,45,0
Production Technician I,PL,Active,Contract,Zone B,Temporary,Production       ,Engineers,MA,Male,Hispanic,Widowed,Fully Meets,3,4,3,5,Leadership Development,Internal,Passed,1,976.58,49,0
Production Technician I,BPC,Active,Part-Time,Zone A,Full-Time,Production       ,General - Sga,MA,Male,Hispanic,Single,Fully Meets,3,1,3,5,Customer Service,External,Incomplete,2,257.2,47,0
Production Technician I,CCDR,Active,Part-Time,Zone C,Part-Time,Production       ,Shop (Fleet),MA,Male,Hispanic,Widowed,Fully Meets,3,3,2,1,Technical Skills,External,Incomplete,2,991.1,70,0
Production Technician I,SVG,Active,Contract,Zone A,Part-Time,Production       ,General - Con,MA,Male,Asian,Widowed,Fully Meets,3,3,4,5,Technical Skills,External,Passed,2,205.64,64,0
Production Technician I,EW,Active,Part-Time,Zone B,Temporary,Production       ,General - Eng,MA,Male,Black,Married,Fully Meets,3,5,5,2,Leadership Development,Internal,Passed,2,817.45,79,0
Production Technician I,MSC,Active,Full-Time,Zone B,Part-Time,Production       ,Field Operations,MA,Female,Asian,Widowed,Fully Meets,3,1,1,2,Customer Service,External,Failed,5,643.22,30,0
Production Technician I,TNS,Active,Contract,Zone A,Full-Time,Production       ,Engineers,MA,Male,Black,Single,Fully Meets,3,4,2,3,Project Management,Internal,Failed,4,795.28,21,0
Production Technician I,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,Project Management - Con,MA,Male,Asian,Divorced,Fully Meets,3,3,2,3,Project Management,Internal,Failed,2,521.69,66,0
Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Production       ,Splicing,MA,Female,Hispanic,Single,Fully Meets,3,1,3,1,Customer Service,External,Incomplete,3,157.78,57,0
Production Technician I,NEL,Active,Full-Time,Zone B,Full-Time,Production       ,General - Con,MA,Female,Other,Widowed,Fully Meets,3,3,5,4,Project Management,External,Passed,3,803.94,70,0
Production Technician I,PL,Active,Full-Time,Zone A,Temporary,Production       ,Project Management - Con,MA,Female,Other,Married,Fully Meets,3,5,3,4,Project Management,Internal,Passed,3,188.56,62,0
Production Technician I,BPC,Active,Contract,Zone C,Temporary,Production       ,Field Operations,MA,Female,Hispanic,Widowed,Fully Meets,3,2,3,2,Technical Skills,External,Passed,2,663.72,29,0
Production Technician I,CCDR,Active,Contract,Zone A,Part-Time,Production       ,General - Sga,MA,Female,White,Divorced,Fully Meets,3,2,2,4,Technical Skills,External,Failed,4,892.3,36,0
Production Technician II,NEL,Terminated,Contract,Zone A,Temporary,Production       ,Field Operations,MA,Female,Other,Married,Fully Meets,3,3,4,1,Communication Skills,Internal,Passed,3,560.35,69,1
Production Technician I,PYZ,Active,Part-Time,Zone C,Part-Time,Production       ,General - Con,MA,Female,White,Widowed,Fully Meets,3,5,2,4,Technical Skills,External,Passed,2,595.5,40,0
Production Technician I,WBL,Active,Part-Time,Zone A,Temporary,Production       ,General - Con,MA,Female,Other,Divorced,Fully Meets,3,2,3,1,Communication Skills,External,Passed,2,242.18,52,0
Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,Technology / It,MA,Female,White,Widowed,Fully Meets,3,4,4,5,Project Management,Internal,Failed,5,104.95,73,0
Production Technician I,PL,Active,Full-Time,Zone A,Temporary,Production       ,Field Operations,MA,Male,Hispanic,Widowed,Fully Meets,3,4,2,1,Communication Skills,External,Completed,2,942.28,43,0
Production Technician I,BPC,Active,Contract,Zone B,Temporary,Production       ,Engineers,MA,Male,Hispanic,Divorced,Fully Meets,3,2,5,3,Project Management,Internal,Passed,2,756.7,63,0
Production Technician I,CCDR,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,MA,Male,Other,Divorced,Fully Meets,3,2,5,1,Leadership Development,Internal,Completed,4,290.99,44,0
Production Technician I,SVG,Active,Contract,Zone C,Part-Time,Production       ,Engineers,MA,Male,Other,Widowed,Fully Meets,3,4,3,1,Leadership Development,External,Incomplete,2,700.97,60,0
Production Technician I,EW,Active,Part-Time,Zone B,Part-Time,Production       ,Aerial,MA,Female,Asian,Divorced,Fully Meets,3,4,5,4,Communication Skills,Internal,Incomplete,4,631.98,66,0
Production Technician I,MSC,Active,Contract,Zone A,Temporary,Production       ,Wireline Construction,MA,Female,Hispanic,Divorced,Fully Meets,3,4,5,3,Project Management,Internal,Failed,5,282.85,40,0
Production Technician I,TNS,Active,Full-Time,Zone C,Temporary,Production       ,Project Management - Eng,MA,Male,Black,Divorced,Fully Meets,3,2,3,5,Technical Skills,Internal,Completed,1,412.58,69,0
Production Technician I,BPC,Active,Full-Time,Zone B,Temporary,Production       ,Executive,MA,Female,Hispanic,Single,Fully Meets,3,1,1,2,Communication Skills,External,Passed,1,943.91,73,0
Production Technician I,CCDR,Active,Contract,Zone A,Temporary,Production       ,General - Sga,MA,Female,White,Widowed,Fully Meets,3,4,4,2,Leadership Development,Internal,Completed,3,208.13,58,0
Production Technician I,EW,Terminated,Full-Time,Zone B,Part-Time,Production       ,Yard (Material Handling),MA,Female,Asian,Widowed,Fully Meets,3,5,1,4,Leadership Development,External,Passed,2,145.47,59,1
Production Technician I,MSC,Terminated,Contract,Zone A,Full-Time,Production       ,Wireless,MA,Female,Hispanic,Divorced,Fully Meets,3,3,5,2,Customer Service,External,Failed,1,727.51,45,1
Production Technician I,NEL,Active,Full-Time,Zone A,Full-Time,Production       ,General - Con,MA,Female,Hispanic,Widowed,Fully Meets,3,3,3,5,Project Management,External,Failed,5,581.43,33,0
Production Technician II,PL,Active,Part-Time,Zone A,Full-Time,Production       ,Splicing,MA,Female,Black,Widowed,Fully Meets,3,3,2,4,Communication Skills,Internal,Incomplete,1,725.94,37,0
Production Technician II,BPC,Terminated,Part-Time,Zone C,Temporary,Production       ,Field Operations,MA,Male,Black,Married,Fully Meets,3,2,5,3,Technical Skills,Internal,Passed,1,338.36,33,1
Production Technician I,TNS,Active,Part-Time,Zone C,Full-Time,Production       ,Wireline Construction,MA,Female,Black,Divorced,Fully Meets,3,4,3,5,Technical Skills,External,Failed,1,732.84,43,0
Production Technician I,PYZ,Active,Full-Time,Zone C,Temporary,Production       ,General - Con,MA,Female,Hispanic,Married,Fully Meets,3,3,4,3,Technical Skills,External,Incomplete,1,753.69,32,0
Production Technician I,WBL,Active,Part-Time,Zone B,Temporary,Production       ,Field Operations,MA,Female,Other,Divorced,Fully Meets,3,4,2,5,Customer Service,Internal,Failed,5,131.92,38,0
Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Production       ,General - Eng,MA,Female,Other,Divorced,Fully Meets,3,1,3,1,Leadership Development,External,Passed,4,550.55,37,0
Production Technician I,PL,Active,Part-Time,Zone A,Temporary,Production       ,Field Operations,MA,Male,Hispanic,Widowed,Fully Meets,3,3,3,5,Customer Service,Internal,Failed,1,767.49,64,0
Production Technician I,BPC,Active,Contract,Zone A,Temporary,Production       ,Aerial,MA,Male,Black,Divorced,Fully Meets,3,3,3,1,Communication Skills,Internal,Incomplete,5,222.88,49,0
Production Technician I,CCDR,Active,Part-Time,Zone A,Full-Time,Production       ,General - Con,MA,Male,Asian,Single,Fully Meets,3,1,2,5,Communication Skills,Internal,Passed,3,176.2,71,0
Production Technician I,SVG,Active,Contract,Zone C,Full-Time,Production       ,Yard (Material Handling),MA,Female,White,Widowed,Fully Meets,3,1,4,4,Technical Skills,External,Incomplete,5,794.61,40,0
Production Technician I,EW,Active,Part-Time,Zone A,Part-Time,Production       ,Splicing,MA,Female,Black,Married,Fully Meets,3,5,2,4,Customer Service,External,Passed,1,147.08,40,0
Production Technician I,MSC,Active,Contract,Zone C,Part-Time,Production       ,Yard (Material Handling),MA,Female,Other,Divorced,Fully Meets,3,5,2,1,Communication Skills,Internal,Incomplete,5,488.94,56,0
Production Technician I,TNS,Active,Full-Time,Zone A,Part-Time,Production       ,General - Con,MA,Male,Black,Divorced,Fully Meets,3,5,1,4,Project Management,External,Failed,1,603.57,27,0
Production Technician I,PYZ,Active,Contract,Zone A,Full-Time,Production       ,Technology / It,MA,Female,Black,Divorced,Fully Meets,3,2,5,1,Customer Service,External,Incomplete,3,819.87,45,0
Production Technician I,WBL,Terminated,Contract,Zone A,Full-Time,Production       ,General - Con,MA,Female,Black,Widowed,Fully Meets,3,4,2,5,Leadership Development,Internal,Incomplete,2,836.19,43,1
Production Technician I,NEL,Active,Contract,Zone C,Temporary,Production       ,Aerial,MA,Female,Other,Divorced,Fully Meets,3,3,5,3,Project Management,External,Passed,5,879.94,40,0
Production Technician I,PL,Active,Full-Time,Zone A,Part-Time,Production       ,Wireline Construction,MA,Female,Black,Widowed,Fully Meets,3,3,3,1,Customer Service,Internal,Failed,3,532.3,42,0
Production Technician I,BPC,Active,Contract,Zone A,Part-Time,Production       ,Project Management - Con,MA,Female,Asian,Married,Fully Meets,3,1,4,5,Leadership Development,External,Incomplete,5,758.21,59,0
Production Technician II,NEL,Active,Contract,Zone A,Temporary,Production       ,General - Con,MA,Female,Other,Single,Fully Meets,3,4,3,1,Communication Skills,Internal,Incomplete,2,253.51,69,0
Production Technician II,PL,Active,Contract,Zone A,Temporary,Production       ,Aerial,MA,Female,Other,Divorced,Fully Meets,3,3,1,5,Leadership Development,Internal,Completed,3,375.86,32,0
Production Technician II,BPC,Active,Contract,Zone C,Part-Time,Production       ,Yard (Material Handling),MA,Male,Hispanic,Widowed,Fully Meets,3,3,1,3,Leadership Development,External,Incomplete,5,909.47,65,0
Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Production       ,General - Con,MA,Female,Black,Single,Fully Meets,3,3,1,1,Customer Service,Internal,Passed,3,649.51,74,0
Production Technician I,PYZ,Active,Full-Time,Zone C,Part-Time,Production       ,Shop (Fleet),MA,Female,Black,Divorced,Fully Meets,3,5,4,3,Customer Service,Internal,Failed,1,742.26,43,0
Production Technician I,WBL,Active,Full-Time,Zone B,Full-Time,Production       ,General - Sga,MA,Female,Hispanic,Widowed,Fully Meets,3,1,2,1,Communication Skills,Internal,Passed,4,713.84,42,0
Production Technician I,NEL,Active,Contract,Zone C,Part-Time,Production       ,Wireline Construction,MA,Female,Black,Widowed,Fully Meets,3,5,2,2,Project Management,External,Incomplete,1,999.06,72,0
Production Technician I,PL,Active,Contract,Zone A,Full-Time,Production       ,Finance & Accounting,MA,Male,Black,Widowed,Fully Meets,3,4,4,3,Leadership Development,Internal,Completed,4,977.99,61,0
Production Technician I,BPC,Active,Contract,Zone B,Temporary,Production       ,Yard (Material Handling),MA,Male,Other,Married,Fully Meets,3,3,1,1,Leadership Development,External,Completed,5,136.33,60,0
Production Technician I,CCDR,Active,Contract,Zone A,Part-Time,Production       ,Splicing,MA,Male,White,Married,Fully Meets,3,1,3,3,Technical Skills,External,Completed,4,946.67,25,0
Production Technician I,SVG,Active,Part-Time,Zone B,Temporary,Production       ,Aerial,MA,Female,Other,Widowed,Exceeds,3,3,2,5,Technical Skills,External,Passed,4,485.39,80,0
Production Technician I,EW,Active,Contract,Zone C,Full-Time,Production       ,Field Operations,MA,Female,Other,Widowed,Needs Improvement,3,1,3,5,Communication Skills,External,Incomplete,5,962.02,39,0
Production Technician I,MSC,Active,Part-Time,Zone B,Temporary,Production       ,Wireline Construction,MA,Male,Black,Divorced,Exceeds,3,3,3,2,Technical Skills,External,Failed,1,620.24,37,0
